image_id,split,candidate_tiles,saved_tiles,saved_positive_tiles,saved_negative_tiles,source_boxes,elapsed_seconds,status
6760,train,25,21,19,2,10,0.028182916998048313,success
6761,val,25,25,20,5,36,0.031248332998075057,success
6762,train,25,4,2,2,1,0.01980804200138664,success
6763,val,25,25,7,18,4,0.026559041005384643,success
6764,train,25,25,25,0,249,0.031641749999835156,success
6765,val,25,25,10,15,7,0.02433733400539495,success
6766,train,25,20,18,2,26,0.0294971249968512,success
6767,train,25,4,2,2,1,0.018624958000145853,success
6768,train,25,7,5,2,3,0.02217124999879161,success
6769,train,25,22,20,2,92,0.030572875002690125,success
677,train,25,25,24,1,47,0.03469737499835901,success
6770,train,25,25,25,0,139,0.033827082996140234,success
6771,train,25,17,15,2,20,0.023761582997394726,success
6772,train,25,25,24,1,41,0.05385583299357677,success
6773,train,25,21,19,2,45,0.030990582999947947,success
6774,train,25,9,7,2,6,0.022781167004723102,success
6775,train,25,5,3,2,2,0.017078166994906496,success
6776,val,25,25,2,23,2,0.027246707999438513,success
6777,test,25,25,21,4,38,0.027152791000844445,success
6778,train,25,20,18,2,26,0.02540216600027634,success
6779,train,25,7,5,2,3,0.022348416998283938,success
678,train,25,25,25,0,286,0.0351093330027652,success
6780,train,25,17,15,2,16,0.026221499996609055,success
6781,test,25,25,1,24,1,0.037705875001847744,success
6782,val,25,25,11,14,13,0.030818749997706618,success
6783,train,25,13,11,2,7,0.02266379199863877,success
6784,val,25,25,7,18,5,0.030218332998629194,success
6785,train,25,23,21,2,35,0.02967966700089164,success
6786,train,25,24,22,2,54,0.02671304200339364,success
6787,train,25,15,13,2,19,0.02505604199541267,success
6788,train,25,24,22,2,45,0.031049375000293367,success
679,train,25,25,23,2,169,0.03638070799934212,success
6790,train,25,25,24,1,72,0.034004499997536186,success
6791,train,25,8,6,2,5,0.02272274999995716,success
6792,train,25,21,19,2,33,0.02570308300346369,success
6793,val,25,25,17,8,18,0.02896487500402145,success
6794,test,25,25,17,8,25,0.028196499995829072,success
6795,train,25,10,8,2,5,0.04349954200006323,success
6796,train,25,7,5,2,2,0.015857708996918518,success
6797,train,25,25,24,1,52,0.03251983399968594,success
6798,train,25,10,8,2,9,0.02426295800250955,success
6799,train,25,22,20,2,64,0.029639625005074777,success
68,test,25,25,0,25,0,0.03493333399819676,success
680,train,25,16,14,2,29,0.03337191699392861,success
6800,train,25,25,24,1,142,0.03113975000451319,success
6801,test,25,25,21,4,33,0.02838283299934119,success
6802,train,25,24,22,2,45,0.03223154100123793,success
6803,train,25,5,3,2,2,0.025308541000413243,success
6804,train,25,7,5,2,3,0.022466959002485964,success
6805,train,25,25,24,1,104,0.02655258299637353,success
6806,train,25,6,4,2,2,0.024231749994214624,success
6807,train,25,24,22,2,39,0.03326316599850543,success
6808,train,25,3,1,2,1,0.02072000000043772,success
6809,val,25,25,21,4,80,0.03132499999628635,success
681,train,25,6,4,2,2,0.024426915995718446,success
6810,val,25,25,3,22,2,0.029816709000442643,success
6811,train,25,25,24,1,129,0.035356707994651515,success
6812,val,25,25,20,5,32,0.02866066700516967,success
6813,train,25,5,3,2,2,0.023033709003357217,success
6814,val,25,25,2,23,1,0.028603999999177177,success
6815,val,25,25,6,19,9,0.032179542002268136,success
6816,train,25,7,5,2,3,0.023130333996959962,success
6817,train,25,22,20,2,20,0.024882040997908916,success
6818,train,25,5,3,2,2,0.019349666996276937,success
6819,train,25,21,19,2,20,0.023678375000599772,success
682,train,25,13,11,2,22,0.025421708000067156,success
6820,train,25,24,22,2,29,0.02702733300247928,success
6821,val,25,25,6,19,3,0.032542542001465335,success
6822,test,25,25,1,24,1,0.04950329200073611,success
6823,train,25,21,19,2,43,0.0339788330020383,success
6824,train,25,10,8,2,13,0.023981708000064828,success
6825,train,25,13,11,2,8,0.022608042003412265,success
6826,train,25,25,23,2,36,0.024343541997950524,success
6827,test,25,25,12,13,12,0.02796712500276044,success
6828,val,25,25,23,2,95,0.03448658400157001,success
6829,train,25,16,14,2,14,0.026853707997361198,success
683,train,25,9,7,2,10,0.02778704200318316,success
6830,test,25,25,5,20,6,0.03484816700074589,success
6831,train,25,23,21,2,25,0.02678791699872818,success
6832,train,25,10,8,2,7,0.02285216599557316,success
6833,train,25,4,2,2,2,0.02069570800085785,success
6834,train,25,25,24,1,83,0.03297704199940199,success
6835,test,25,25,24,1,50,0.030837624995911028,success
6836,train,25,25,24,1,63,0.02778950000356417,success
6837,val,25,25,17,8,18,0.02681191699957708,success
6838,val,25,25,7,18,4,0.03288987500127405,success
6839,train,25,18,16,2,12,0.02951125000254251,success
684,train,25,4,2,2,3,0.022432833997299895,success
6840,train,25,4,2,2,2,0.020328124999650754,success
6841,train,25,23,21,2,48,0.05247083400172414,success
6842,train,25,8,6,2,4,0.02481037500547245,success
6843,train,25,13,11,2,8,0.02368479099823162,success
6844,train,25,7,5,2,5,0.018521584002883174,success
6845,train,25,24,22,2,105,0.030824542001937516,success
6846,train,25,3,1,2,1,0.020557125004415866,success
6847,train,25,6,4,2,2,0.020038457994814962,success
6848,train,25,13,11,2,9,0.024302792000526097,success
6849,train,25,25,24,1,70,0.030934624999645166,success
685,train,25,9,7,2,3,0.024374166001507547,success
6850,train,25,24,22,2,44,0.03406941700086463,success
6851,train,25,8,6,2,3,0.0417276249936549,success
6852,train,25,19,17,2,23,0.02923541700147325,success
6853,train,25,21,19,2,62,0.03049845899658976,success
6854,test,25,25,3,22,2,0.03266533400164917,success
6855,train,25,4,2,2,1,0.023728999993181787,success
6856,train,25,23,21,2,65,0.03567933299927972,success
6857,val,25,25,17,8,23,0.03199870800017379,success
6858,test,25,25,25,0,88,0.03335429100116016,success
6859,train,25,23,21,2,24,0.03500050000002375,success
686,train,25,9,7,2,5,0.024052708999079186,success
6860,val,25,25,12,13,9,0.03465429099742323,success
6861,train,25,20,18,2,22,0.03296954200050095,success
6862,train,25,24,22,2,33,0.028922084005898796,success
6863,train,25,20,18,2,35,0.027048542004195042,success
6864,train,25,11,9,2,6,0.04913970799680101,success
6865,train,25,18,16,2,27,0.032780000001366716,success
6866,train,25,4,2,2,2,0.01992866600630805,success
6867,train,25,22,20,2,36,0.027300416993966792,success
6868,train,25,25,23,2,63,0.03268741600186331,success
6869,train,25,9,7,2,8,0.023770667001372203,success
687,train,25,15,13,2,16,0.031275374996766914,success
6870,val,25,25,19,6,28,0.03026783299719682,success
6871,val,25,25,5,20,2,0.05370183299964992,success
6872,train,25,3,1,2,1,0.023451041997759603,success
6873,train,25,4,2,2,2,0.01716833300451981,success
6874,train,25,13,11,2,7,0.026546000000962522,success
6875,test,25,25,9,16,5,0.03641270799562335,success
6876,train,25,25,23,2,73,0.03739379200123949,success
6877,train,25,4,2,2,2,0.017290083000261802,success
6878,train,25,8,6,2,4,0.02257100000133505,success
6879,train,25,25,23,2,246,0.03362083300453378,success
688,val,25,25,8,17,7,0.03449641699990025,success
6880,train,25,6,4,2,2,0.021963374994811602,success
6881,train,25,13,11,2,6,0.02547812499688007,success
6882,train,25,12,10,2,4,0.022107875003712252,success
6883,train,25,14,12,2,10,0.025445457999012433,success
6884,test,25,25,19,6,59,0.03418408300058218,success
6885,train,25,25,23,2,72,0.03763366600469453,success
6886,train,25,21,19,2,28,0.030629707995103672,success
6887,train,25,16,14,2,8,0.026045749997138046,success
6888,val,25,25,16,9,23,0.027942708002228756,success
6889,train,25,25,23,2,30,0.032743333002144936,success
689,train,25,7,5,2,3,0.028127708996180445,success
6890,train,25,8,6,2,3,0.026494874997297302,success
6891,test,25,25,4,21,3,0.03460729200014612,success
6892,train,25,9,7,2,4,0.022526166001625825,success
6893,train,25,19,17,2,38,0.027699209000275005,success
6894,train,25,24,22,2,87,0.032854083001438994,success
6895,train,25,24,22,2,50,0.02552550000109477,success
6896,train,25,14,12,2,13,0.03001258400036022,success
6897,train,25,8,6,2,4,0.020848833002673928,success
6898,train,25,22,20,2,45,0.029102084001351614,success
6899,train,25,12,10,2,11,0.020969459001207724,success
69,val,25,25,0,25,0,0.05390158299996983,success
690,train,25,24,22,2,162,0.040526083001168445,success
6900,val,25,25,21,4,27,0.027458917000330985,success
6901,train,25,14,12,2,11,0.029925750000984408,success
6902,train,25,7,5,2,3,0.019216666005377192,success
6903,train,25,18,16,2,18,0.02926724999997532,success
6904,test,25,25,15,10,24,0.030675374997372273,success
6905,test,25,25,16,9,17,0.028430332997231744,success
6906,train,25,22,20,2,24,0.02565254200453637,success
6907,train,25,15,13,2,12,0.02745679100189591,success
6908,train,25,22,20,2,39,0.029751041998679284,success
6909,train,25,25,23,2,51,0.035425000001851004,success
691,train,25,6,4,2,1,0.021811917002196424,success
6910,val,25,25,22,3,42,0.028361916993162595,success
6911,train,25,25,25,0,88,0.036035292003361974,success
6912,train,25,4,2,2,2,0.016549666004721075,success
6913,test,25,25,23,2,47,0.028783000001567416,success
6914,train,25,25,24,1,86,0.0322951669950271,success
6915,train,25,23,21,2,43,0.030087457998888567,success
6916,test,25,25,7,18,5,0.03153470899997046,success
6917,val,25,25,12,13,9,0.054670249999617226,success
6918,train,25,24,22,2,19,0.029438999998092186,success
6919,train,25,20,18,2,38,0.027845292002893984,success
692,test,25,25,22,3,288,0.03614866600401001,success
6920,train,25,25,23,2,150,0.032929417000559624,success
6921,train,25,5,3,2,2,0.021201124996878207,success
6922,val,25,25,16,9,16,0.028773999998520594,success
6923,train,25,4,2,2,1,0.018561666001915,success
6924,train,25,21,19,2,78,0.028469708006014116,success
6925,train,25,25,24,1,42,0.03144479200273054,success
6926,train,25,9,7,2,6,0.024522165993403178,success
6927,val,25,25,9,16,8,0.030877457997121383,success
6928,train,25,3,1,2,1,0.01917558300192468,success
6929,train,25,24,22,2,17,0.03027825000026496,success
693,train,25,6,4,2,7,0.024347500002477318,success
6930,train,25,20,18,2,67,0.029757999996945728,success
6931,train,25,24,22,2,62,0.032389583000622224,success
6932,train,25,4,2,2,1,0.021946041997580323,success
6933,train,25,9,7,2,5,0.023895209000329487,success
6934,train,25,25,23,2,55,0.031691000003775116,success
6935,train,25,19,17,2,18,0.029561249997641426,success
6936,train,25,4,2,2,2,0.022988541997619905,success
6937,train,25,22,20,2,34,0.02953999999590451,success
6938,train,25,25,24,1,78,0.032237666004220955,success
6939,train,25,22,20,2,32,0.04632000000128755,success
694,test,25,25,25,0,85,0.03897024999605492,success
6940,train,25,13,11,2,7,0.02881866599636851,success
6941,train,25,5,3,2,2,0.023298334002902266,success
6942,train,25,10,8,2,9,0.019502000002830755,success
6943,train,25,23,21,2,25,0.029455500000040047,success
6944,train,25,25,24,1,99,0.031616500004020054,success
6945,train,25,25,25,0,204,0.03260933300043689,success
6946,val,25,25,22,3,34,0.03324508299556328,success
6947,test,25,25,16,9,20,0.026404541997180786,success
6948,train,25,6,4,2,3,0.020070041995495558,success
6949,train,25,22,20,2,35,0.03385050000360934,success
695,train,25,23,21,2,58,0.03337908300454728,success
6950,train,25,12,10,2,8,0.02529708299698541,success
6951,train,25,21,19,2,27,0.029649957999936305,success
6952,train,25,24,22,2,46,0.026549124995653983,success
6953,train,25,25,24,1,43,0.026745084003778175,success
6954,train,25,25,23,2,155,0.030492208003124688,success
6955,train,25,4,2,2,3,0.01723304200277198,success
6956,train,25,25,24,1,62,0.03175708300113911,success
6957,test,25,25,4,21,6,0.029938082996523008,success
6958,train,25,25,23,2,126,0.03519774999585934,success
6959,train,25,24,22,2,53,0.0332546249992447,success
696,train,25,8,6,2,6,0.024234500000602566,success
6960,train,25,4,2,2,1,0.02287649999925634,success
6961,train,25,5,3,2,2,0.018042208001133986,success
6962,train,25,25,23,2,61,0.03171962500346126,success
6963,train,25,25,24,1,40,0.028231541997229215,success
6964,train,25,25,25,0,92,0.031995291996281594,success
6965,train,25,24,22,2,50,0.034166083998570684,success
6966,train,25,4,2,2,1,0.017109166998125147,success
6967,train,25,20,18,2,25,0.03003533300216077,success
6968,val,25,25,4,21,2,0.048824792000232264,success
6969,val,25,25,19,6,14,0.03487983399827499,success
697,train,25,24,22,2,120,0.036067875000298955,success
6970,train,25,4,2,2,2,0.020347582998510916,success
6971,val,25,25,23,2,72,0.029769207998469938,success
6972,train,25,25,25,0,90,0.037677625005017035,success
6973,train,25,21,19,2,39,0.02781695799785666,success
6974,train,25,25,24,1,124,0.027351459000783507,success
6975,train,25,9,7,2,5,0.02269574999809265,success
6976,train,25,23,21,2,43,0.02955354099685792,success
6977,train,25,24,22,2,61,0.031247083003108855,success
6978,test,25,25,20,5,27,0.03075945900491206,success
6979,test,25,25,4,21,3,0.026695041000493802,success
698,train,25,6,4,2,3,0.02361916699737776,success
6980,train,25,25,23,2,85,0.03169112499745097,success
6981,train,25,3,1,2,1,0.015265583002474159,success
6982,val,25,25,25,0,167,0.036635583004681394,success
6983,train,25,23,21,2,25,0.0385461249970831,success
6984,train,25,20,18,2,26,0.027468124993902165,success
6985,train,25,8,6,2,3,0.01990333399589872,success
6986,val,25,25,18,7,29,0.034595290999277495,success
6987,val,25,25,23,2,53,0.029257208996568806,success
6988,train,25,7,5,2,6,0.021103374994709156,success
6989,train,25,12,10,2,8,0.0243022499998915,success
699,train,25,17,15,2,17,0.03945441699761432,success
6990,test,25,25,11,14,9,0.029432167000777554,success
6991,train,25,24,22,2,24,0.03233100000215927,success
6992,test,25,25,17,8,23,0.05043729199678637,success
6993,train,25,23,21,2,59,0.03029320800123969,success
6994,train,25,24,22,2,34,0.030315666997921653,success
6995,train,25,22,20,2,48,0.031107082999369595,success
6996,train,25,6,4,2,3,0.023815374996047467,success
6997,train,25,17,15,2,21,0.02717783299885923,success
6998,val,25,25,9,16,4,0.029196041999966837,success
6999,val,25,25,13,12,12,0.03294649999588728,success
7,test,25,25,0,25,0,0.03672283299965784,success
70,train,25,2,0,2,0,0.01973562500643311,success
700,test,25,25,3,22,2,0.03647133299818961,success
7000,train,25,25,24,1,55,0.027819208000437357,success
7001,train,25,24,22,2,82,0.03276133300096262,success
7002,train,25,15,13,2,12,0.02673208399937721,success
7003,train,25,13,11,2,8,0.025938042002962902,success
7004,train,25,23,21,2,38,0.02679837499454152,success
7005,train,25,19,17,2,32,0.029284167001605965,success
7006,train,25,24,22,2,89,0.03430208300414961,success
7007,test,25,25,18,7,24,0.02781291599967517,success
7008,train,25,25,24,1,65,0.029389583003649022,success
7009,train,25,8,6,2,6,0.022757750004529953,success
701,train,25,7,5,2,3,0.022398125001927838,success
7010,train,25,25,23,2,47,0.03615320900280494,success
7011,train,25,15,13,2,12,0.02585125000041444,success
7012,train,25,24,22,2,35,0.029292125000210945,success
7013,train,25,25,24,1,115,0.035016624999116175,success
7014,train,25,22,20,2,39,0.02609962499991525,success
7015,train,25,24,22,2,59,0.02882895799848484,success
7016,train,25,25,23,2,52,0.053810833996976726,success
7017,train,25,15,13,2,13,0.024594124995928723,success
7018,train,25,6,4,2,3,0.021310750002157874,success
7019,val,25,25,16,9,19,0.030149042002449278,success
702,train,25,8,6,2,5,0.02321166600449942,success
7020,val,25,25,3,22,2,0.02706258300167974,success
7021,train,25,12,10,2,10,0.023936541001603473,success
7022,train,25,4,2,2,1,0.02055970800574869,success
7023,test,25,25,10,15,8,0.03128775000368478,success
7024,val,25,25,19,6,27,0.02869408400147222,success
7025,train,25,10,8,2,6,0.02000137499999255,success
7027,train,25,25,24,1,95,0.03207404200657038,success
7028,train,25,6,4,2,2,0.024568542001361493,success
7029,train,25,23,21,2,25,0.028500499996880535,success
703,train,25,3,1,2,1,0.020377332999487408,success
7030,train,25,25,25,0,139,0.0370625840005232,success
7031,val,25,25,20,5,33,0.031561750001856126,success
7032,val,25,25,3,22,3,0.026634791000105906,success
7033,train,25,18,16,2,15,0.023326084003201686,success
7034,train,25,13,11,2,14,0.025165083003230393,success
7035,train,25,3,1,2,1,0.020440041997062508,success
7036,train,25,25,23,2,84,0.032891374998143874,success
7037,train,25,17,15,2,23,0.024136624997481704,success
7038,val,25,25,16,9,11,0.0323085420022835,success
7039,train,25,6,4,2,3,0.020495457996730693,success
704,train,25,6,4,2,3,0.02645233400107827,success
7040,train,25,23,21,2,39,0.03034425000078045,success
7041,train,25,24,22,2,103,0.032603625004412606,success
7042,train,25,22,20,2,29,0.02754429200285813,success
7043,train,25,25,23,2,266,0.0373032079951372,success
7044,train,25,4,2,2,1,0.026273040995874908,success
7045,train,25,8,6,2,8,0.02194233400223311,success
7046,train,25,19,17,2,13,0.0257623750003404,success
7047,train,25,3,1,2,1,0.016755959004512988,success
7048,train,25,7,5,2,3,0.021284417001879774,success
7049,train,25,12,10,2,8,0.019804042000032496,success
705,train,25,3,1,2,1,0.039298957999562845,success
7050,train,25,12,10,2,4,0.022953541003516875,success
7051,train,25,25,24,1,109,0.036658500001067296,success
7052,test,25,25,24,1,53,0.033465666994743515,success
7053,val,25,25,5,20,3,0.02715041700139409,success
7054,test,25,25,18,7,22,0.02823879200150259,success
7055,train,25,12,10,2,8,0.02564883299783105,success
7056,val,25,25,21,4,42,0.0326171249980689,success
7057,train,25,8,6,2,3,0.01993229200161295,success
7058,train,25,18,16,2,41,0.028890000001410954,success
7059,train,25,8,6,2,3,0.024660041999595705,success
706,val,25,25,1,24,1,0.059251082995615434,success
7060,train,25,25,23,2,24,0.03221187499730149,success
7061,train,25,9,7,2,2,0.024020083001232706,success
7062,train,25,10,8,2,4,0.01937287499458762,success
7063,train,25,25,25,0,110,0.033423207998566795,success
7064,test,25,25,5,20,2,0.029219916999863926,success
7065,train,25,23,21,2,30,0.030610000001615845,success
7066,train,25,23,21,2,41,0.03837566699803574,success
7067,val,25,25,6,19,4,0.028109582999604754,success
7068,train,25,22,20,2,36,0.031523582998488564,success
7069,train,25,19,17,2,50,0.028510875003121328,success
707,train,25,23,21,2,86,0.03358554100123001,success
7070,train,25,15,13,2,11,0.030993874999694526,success
7071,train,25,6,4,2,5,0.0200049589984701,success
7072,train,25,25,24,1,148,0.03444500000478001,success
7073,train,25,11,9,2,8,0.027972042000328656,success
7074,test,25,25,15,10,11,0.0331194169993978,success
7075,train,25,24,22,2,43,0.05346283299877541,success
7076,train,25,18,16,2,20,0.025526958001137245,success
7077,train,25,3,1,2,1,0.02113429100427311,success
7078,train,25,4,2,2,1,0.020968208998965565,success
7079,train,25,8,6,2,4,0.021609667004668154,success
708,train,25,23,21,2,41,0.03211341700080084,success
7080,train,25,24,22,2,38,0.02666733299702173,success
7081,test,25,25,2,23,2,0.030563250002160203,success
7082,test,25,25,15,10,28,0.030997000001661945,success
7083,train,25,16,14,2,10,0.02815529100189451,success
7084,train,25,12,10,2,9,0.023778124996169936,success
7085,train,25,20,18,2,21,0.026032333000330254,success
7086,train,25,25,25,0,64,0.0326229170022998,success
7087,val,25,25,11,14,9,0.02896337499987567,success
7088,test,25,25,11,14,8,0.03089445800287649,success
7089,train,25,21,19,2,38,0.03099229199870024,success
709,train,25,19,17,2,43,0.03068024999811314,success
7090,val,25,25,1,24,1,0.033892709005158395,success
7091,train,25,4,2,2,2,0.021815958003571723,success
7092,train,25,6,4,2,4,0.023741166995023377,success
7093,val,25,25,23,2,36,0.028135624997958075,success
7094,train,25,13,11,2,8,0.0256061249965569,success
7095,train,25,8,6,2,4,0.021497875000932254,success
7096,train,25,7,5,2,2,0.02232033299515024,success
7097,train,25,11,9,2,7,0.02727033299743198,success
7098,test,25,25,10,15,6,0.028655834001256153,success
7099,train,25,22,20,2,129,0.032340750003641006,success
71,train,25,2,0,2,0,0.021827209006005432,success
710,train,25,25,23,2,174,0.03995766600564821,success
7100,train,25,25,23,2,65,0.03278679199866019,success
7101,test,25,25,8,17,3,0.029444291001709644,success
7102,train,25,12,10,2,6,0.056360666996624786,success
7103,train,25,22,20,2,51,0.035086959003820084,success
7104,train,25,20,18,2,21,0.025025291994097643,success
7105,val,25,25,3,22,2,0.032954875001451,success
7106,train,25,19,17,2,22,0.03097929200157523,success
7107,train,25,25,25,0,64,0.03150199999799952,success
7108,train,25,25,23,2,104,0.03190770799847087,success
7109,train,25,8,6,2,3,0.02586629100551363,success
711,train,25,17,15,2,21,0.02953916700062109,success
7110,train,25,25,25,0,158,0.03448508300061803,success
7111,val,25,25,25,0,77,0.03278758400119841,success
7112,test,25,25,4,21,3,0.02653199999622302,success
7113,train,25,11,9,2,6,0.023325791000388563,success
7114,test,25,25,12,13,9,0.03638866700202925,success
7115,train,25,25,24,1,225,0.032447749996208586,success
7116,train,25,8,6,2,3,0.024399957997957245,success
7117,train,25,25,23,2,47,0.03485625000030268,success
7118,train,25,25,25,0,83,0.03483612499985611,success
7119,train,25,22,20,2,31,0.02599204199941596,success
712,train,25,23,21,2,164,0.03654820799420122,success
7120,train,25,23,21,2,38,0.03326304199435981,success
7121,train,25,16,14,2,11,0.02784941699792398,success
7122,test,25,25,18,7,21,0.02918287500506267,success
7123,train,25,24,22,2,69,0.0375631249989965,success
7124,train,25,23,21,2,44,0.0313945829984732,success
7125,test,25,25,8,17,5,0.03282970799773466,success
7126,val,25,25,17,8,27,0.05371729200123809,success
7127,train,25,4,2,2,1,0.018499459001759533,success
7128,train,25,25,23,2,150,0.033145832996524405,success
7129,train,25,6,4,2,3,0.024063583005045075,success
713,val,25,25,25,0,143,0.03780258299957495,success
7130,train,25,10,8,2,8,0.02471345900266897,success
7131,train,25,21,19,2,48,0.0286306669950136,success
7132,train,25,8,6,2,3,0.026612375004333444,success
7133,val,25,25,19,6,63,0.03171729200403206,success
7134,train,25,20,18,2,24,0.03111137499945471,success
7135,train,25,25,24,1,49,0.03315358400141122,success
7136,train,25,14,12,2,14,0.02422850000584731,success
7137,train,25,21,19,2,46,0.025958749996789265,success
7138,test,25,25,24,1,46,0.034226041003421415,success
7139,val,25,25,6,19,3,0.03033645799587248,success
714,train,25,18,16,2,22,0.032225833005213644,success
7140,train,25,25,25,0,107,0.034767041994200554,success
7141,train,25,13,11,2,12,0.02569950000179233,success
7142,test,25,25,19,6,30,0.027742040998418815,success
7143,train,25,25,24,1,214,0.03352137500041863,success
7144,val,25,25,20,5,44,0.02977012499468401,success
7145,train,25,25,24,1,102,0.03542162499797996,success
7146,train,25,19,17,2,28,0.027711374998034444,success
7147,train,25,25,24,1,65,0.03509841600316577,success
7148,train,25,19,17,2,28,0.030940124997869134,success
7149,train,25,4,2,2,2,0.022459915999206714,success
715,train,25,25,24,1,147,0.03722820799885085,success
7150,train,25,8,6,2,2,0.02540887500072131,success
7151,train,25,6,4,2,4,0.01848249999602558,success
7152,val,25,25,7,18,6,0.06560983300005319,success
7153,train,25,25,23,2,53,0.03154541700496338,success
7154,train,25,10,8,2,8,0.024927915997977834,success
7155,train,25,17,15,2,14,0.02596620899566915,success
7156,train,25,19,17,2,44,0.02441129199723946,success
7157,test,25,25,22,3,72,0.03198987500218209,success
7158,train,25,13,11,2,7,0.02822912499686936,success
7159,train,25,12,10,2,13,0.020805874999496154,success
716,train,25,15,13,2,38,0.028796250000596046,success
7160,test,25,25,6,19,2,0.030794124999374617,success
7161,val,25,25,17,8,25,0.034618707999470644,success
7162,train,25,24,22,2,131,0.03159116700408049,success
7163,test,25,25,24,1,93,0.029049666998616885,success
7164,train,25,23,21,2,33,0.028001165999739897,success
7165,train,25,6,4,2,5,0.021144375001313165,success
7166,train,25,19,17,2,22,0.03115254099975573,success
7167,train,25,24,22,2,109,0.03100049999920884,success
7168,train,25,24,22,2,47,0.028571750000992324,success
7169,test,25,25,8,17,4,0.03023525000025984,success
717,val,25,25,3,22,2,0.03283150000061141,success
7170,train,25,23,21,2,45,0.027892958001757506,success
7171,train,25,14,12,2,8,0.025163250000332482,success
7172,train,25,12,10,2,5,0.027324334005243145,success
7173,train,25,19,17,2,59,0.0293969999984256,success
7174,train,25,25,23,2,122,0.032030957998358645,success
7175,test,25,25,9,16,4,0.03135945800022455,success
7176,val,25,25,19,6,29,0.0361691250000149,success
7177,train,25,22,20,2,130,0.030519583000568673,success
7178,train,25,13,11,2,6,0.021228915997198783,success
7179,train,25,6,4,2,2,0.021124541002791375,success
718,train,25,4,2,2,1,0.04156870800215984,success
7180,train,25,10,8,2,5,0.023212082996906247,success
7181,train,25,15,13,2,6,0.020793208001123276,success
7182,train,25,5,3,2,3,0.020787959001609124,success
7183,test,25,25,6,19,4,0.03214000000298256,success
7184,train,25,22,20,2,22,0.029780624994600657,success
7185,test,25,25,2,23,1,0.03002304199617356,success
7186,train,25,11,9,2,11,0.021328291993995663,success
7187,train,25,21,19,2,20,0.03428941600577673,success
7188,train,25,16,14,2,11,0.022966958000324667,success
7189,val,25,25,5,20,3,0.03249850000429433,success
719,train,25,23,21,2,48,0.03255358299793443,success
7190,train,25,24,22,2,56,0.026890749999438412,success
7191,train,25,20,18,2,25,0.029477709002094343,success
7192,train,25,24,22,2,24,0.033035417000064626,success
7193,train,25,24,22,2,133,0.033718040998792276,success
7194,train,25,3,1,2,1,0.022175167003297247,success
7195,train,25,5,3,2,2,0.023671458999160677,success
7196,train,25,8,6,2,4,0.0184422500024084,success
7197,train,25,8,6,2,5,0.02070787500269944,success
7198,train,25,9,7,2,6,0.023565417002828326,success
7199,train,25,8,6,2,5,0.018540375000156928,success
72,val,25,25,0,25,0,0.03631887499795994,success
720,train,25,17,15,2,13,0.03280329200060805,success
7200,train,25,4,2,2,2,0.02201520899689058,success
7201,train,25,13,11,2,5,0.022307915998680983,success
7202,train,25,4,2,2,1,0.0212941249992582,success
7203,val,25,25,6,19,2,0.03209462499944493,success
7204,train,25,5,3,2,2,0.020639125003071968,success
7205,train,25,9,7,2,5,0.022866375002195127,success
7206,train,25,24,22,2,80,0.03556641600152943,success
7207,train,25,10,8,2,7,0.02427575000183424,success
7208,test,25,25,21,4,34,0.029833332999260165,success
7209,test,25,25,22,3,63,0.033760292004444636,success
721,train,25,18,16,2,39,0.032502957998076454,success
7210,train,25,7,5,2,4,0.02700399999594083,success
7211,train,25,16,14,2,17,0.028269916998397093,success
7212,train,25,20,18,2,19,0.028759207998518832,success
7213,val,25,25,20,5,37,0.0553127500024857,success
7214,train,25,7,5,2,3,0.02409958299540449,success
7215,train,25,10,8,2,5,0.026187957999354694,success
7216,val,25,25,6,19,2,0.0341269580021617,success
7217,train,25,8,6,2,5,0.02502820800145855,success
7218,val,25,25,24,1,38,0.032263083005091175,success
7219,train,25,23,21,2,250,0.034822957997675985,success
722,test,25,25,1,24,1,0.03338029199949233,success
7220,val,25,25,8,17,4,0.03468987499945797,success
7221,train,25,4,2,2,1,0.018040000002656598,success
7222,train,25,7,5,2,4,0.017028333997586742,success
7223,train,25,14,12,2,17,0.024885500002710614,success
7224,train,25,25,24,1,86,0.03589733300032094,success
7225,train,25,9,7,2,5,0.024113457999192178,success
7226,train,25,11,9,2,4,0.02442374999372987,success
7227,train,25,25,23,2,83,0.036961499994504265,success
7228,train,25,7,5,2,4,0.023918542006867938,success
7229,train,25,19,17,2,28,0.030950458996812813,success
723,train,25,7,5,2,5,0.026508375005505513,success
7230,train,25,12,10,2,6,0.025606666997191496,success
7231,train,25,24,22,2,168,0.03121149999788031,success
7232,train,25,4,2,2,1,0.017704999998386484,success
7233,train,25,19,17,2,20,0.025706458996864967,success
7234,train,25,18,16,2,26,0.02860691699606832,success
7235,train,25,8,6,2,7,0.02298175000032643,success
7236,test,25,25,24,1,78,0.034866916001192294,success
7237,train,25,18,16,2,34,0.03960204200120643,success
7238,train,25,21,19,2,37,0.03100974999688333,success
7239,train,25,4,2,2,2,0.01646170900494326,success
724,train,25,20,18,2,28,0.03263304099527886,success
7240,val,25,25,19,6,31,0.029499958996893838,success
7241,train,25,4,2,2,2,0.0176542499975767,success
7242,val,25,25,1,24,1,0.030540374995325692,success
7243,train,25,25,24,1,41,0.02531079099571798,success
7244,train,25,19,17,2,23,0.024706583004444838,success
7245,train,25,25,25,0,155,0.03207608399679884,success
